yorum,cumle,aspect,sentiment
Beklediğimden daha iyi eski Laptopda benim aynı markaydı bozulunca acil laptop ihtiyacım oldu iyi ki almışım şu an işimi fazlasıyla görüyor memmun kaldım,beklediğimden daha iyi eski laptopda benim aynı markaydı bozulunca acil laptop ihtiyacım oldu iyi ki almışım şu an işimi fazlasıyla görüyor memmun kaldım,fiyat,pozitif
çok beğendim gayet güzel ve hızlı geldi,çok beğendim gayet güzel ve hızlı geldi,kargo,pozitif
çok güzel bir ürün iyi paketlenmisti hızlı kargo,çok güzel bir ürün iyi paketlenmisti hızlı kargo,kargo,pozitif
çok güzel bir ürün iyi paketlenmisti hızlı kargo,çok güzel bir ürün iyi paketlenmisti hızlı kargo,ambalaj,pozitif
ben bilgisayarı beğendim tam bir fiyat performans ürünü çok şık ince duruyor ve kolay taşınabiliyor,ben bilgisayarı beğendim tam bir fiyat performans ürünü çok şık ince duruyor ve kolay taşınabiliyor,fiyat,pozitif
Mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum aşırı beklentim olmadığı için bunu aldım şık güzel bir bilgisayar,mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum aşırı beklentim olmadığı için bunu aldım şık güzel bir bilgisayar,kalite,pozitif
Mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum aşırı beklentim olmadığı için bunu aldım şık güzel bir bilgisayar,mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum aşırı beklentim olmadığı için bunu aldım şık güzel bir bilgisayar,fiyat,pozitif
ürün guzel bir şekilde paketlenmiş ve sağlam elimize geçti cok guzel ve kullanışlı orta öğretim ve lise öğrencisi icin mükemmel bir ürün,ürün guzel bir şekilde paketlenmiş ve sağlam elimize geçti cok guzel ve kullanışlı orta öğretim ve lise öğrencisi icin mükemmel bir ürün,ambalaj,pozitif
Gerçekten laptop mükemmel paketleme harikaydı,gerçekten laptop mükemmel paketleme harikaydı,ambalaj,pozitif
tavsiye ederim bilgisayar çok güzel çalışıyor maşallah,tavsiye ederim bilgisayar çok güzel çalışıyor maşallah,genel,pozitif
Beklediğim den çok daha güzel geldi hiç bir hasar yoktu bilgisayar asla kasmıyor ders çalışmak için almıştım ztn beklentimi fazlasıyla karşıladı diyebilirim,beklediğim den çok daha güzel geldi hiç bir hasar yoktu bilgisayar asla kasmıyor ders çalışmak için almıştım ztn beklentimi fazlasıyla karşıladı diyebilirim,kargo,pozitif
kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı çok iyi kullanışlı ve kaliteli böyle bir ürünü almamıza vesile olan herkesten Al,kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı çok iyi kullanışlı ve kaliteli böyle bir ürünü almamıza vesile olan herkesten al,kalite,pozitif
kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı çok iyi kullanışlı ve kaliteli böyle bir ürünü almamıza vesile olan herkesten Al,kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı çok iyi kullanışlı ve kaliteli böyle bir ürünü almamıza vesile olan herkesten al,fiyat,pozitif
ürün iyi paketleme güzeldi severek kullanıyorum,ürün iyi paketleme güzeldi severek kullanıyorum,ambalaj,pozitif
Ürün sapa sağlam geldi bir gün sonra kargo teslim edildi . İş yerim için aldım şimdi bir kızıma bir de oğluma alacağım,ürün sapa sağlam geldi bir gün sonra kargo teslim edildi,kargo,pozitif
Ürün sapa sağlam geldi bir gün sonra kargo teslim edildi . İş yerim için aldım şimdi bir kızıma bir de oğluma alacağım,iş yerim için aldım şimdi bir kızıma bir de oğluma alacağım,fiyat,notr
gayet iyi kurulumu basit gayet hızlı sıfır kutusunda geliyor almak isteyen gönül rahatlığıyla alabilir .ben birazda kızım için aldım ödevleri için temel şeylere,gayet iyi kurulumu basit gayet hızlı sıfır kutusunda geliyor almak isteyen gönül rahatlığıyla alabilir,ambalaj,pozitif
gayet iyi kurulumu basit gayet hızlı sıfır kutusunda geliyor almak isteyen gönül rahatlığıyla alabilir .ben birazda kızım için aldım ödevleri için temel şeylere,ben birazda kızım için aldım ödevleri için temel şeylere,fiyat,notr
çok güzel şık ve kullanışlı tavsiye ederim almak isteyen alsin bende okul için aldım tavsiye ederim,çok güzel şık ve kullanışlı tavsiye ederim almak isteyen alsin bende okul için aldım tavsiye ederim,fiyat,pozitif
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f/p ürünü,sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f p ürünü,kargo,pozitif
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f/p ürünü,sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f p ürünü,kalite,pozitif
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f/p ürünü,sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler alttaki uygulamalar yoktu ben yükledim kurulumu çok kolay herkes rahatlıkla yapabilir f p ürünü,ambalaj,pozitif
Çantamla çok güzel kombin oldu,çantamla çok güzel kombin oldu,genel,pozitif
efsane işimi rahatlıkla görür öğrenciler için tavsiye ederim,efsane işimi rahatlıkla görür öğrenciler için tavsiye ederim,genel,pozitif
Çok güzel sağlam geldi 11 inde şipariş verdim ayın 12 si geldi çok güzel windos yüklü kurmasıda kolay bayıldım alın derim ..,çok güzel sağlam geldi 11 inde şipariş verdim ayın 12 si geldi çok güzel windos yüklü kurmasıda kolay bayıldım alın derim,kargo,pozitif
Ürün gayet sağlam kurulum kolay paketleme gayet iyiydi güvenle alınabilir,ürün gayet sağlam kurulum kolay paketleme gayet iyiydi güvenle alınabilir,ambalaj,pozitif
online eğitim için aldım çok kullanışlı şık bı laptop,online eğitim için aldım çok kullanışlı şık bı laptop,fiyat,notr
Gerçekten bayıldım özellikle de hemen yorum yapmak istemedim tam bir ay oldu kullanalı hiç bir sorun olmadı çok şükür gerçekten lenovo farkı bu işte hiç tereddü,gerçekten bayıldım özellikle de hemen yorum yapmak istemedim tam bir ay oldu kullanalı hiç bir sorun olmadı çok şükür gerçekten lenovo farkı bu işte hiç tereddü,genel,pozitif
Yaklaşık 3 4 aydır kullanıyorum kesinlikle hiç bir sorun yaşamadım çok beğeniyorum kötü yorum yapanlara takılmayın güvenin gerçekten muhteşem yks öğrencisiyim g,yaklaşık 3 4 aydır kullanıyorum kesinlikle hiç bir sorun yaşamadım çok beğeniyorum kötü yorum yapanlara takılmayın güvenin gerçekten muhteşem yks öğrencisiyim g,genel,pozitif
Kurulumu kendim yaptım çok güzel zarif bir bilgisayar beğendim kargo da sağlam geldi,kurulumu kendim yaptım çok güzel zarif bir bilgisayar beğendim kargo da sağlam geldi,kargo,pozitif
Hasarsız geldi paketleme çok iyiydi teşekkür ederim,hasarsız geldi paketleme çok iyiydi teşekkür ederim,kargo,pozitif
Hasarsız geldi paketleme çok iyiydi teşekkür ederim,hasarsız geldi paketleme çok iyiydi teşekkür ederim,ambalaj,pozitif
aslında 2 tane sipariş verecektim ama bı sorun yaşamaktan korktum 1 tane sipariş etmiştim . Ürün çok güzel hızlı kargolama da güzel ve hızlı çocuklarıma ders ça,ürün çok güzel hızlı kargolama da güzel ve hızlı çocuklarıma ders ça,kargo,pozitif
ürün güzel satışı çok güzel paketlemiş göndermişti görünüm olarak da çok güzel satıcıya teşekkür ediyorum,ürün güzel satışı çok güzel paketlemiş göndermişti görünüm olarak da çok güzel satıcıya teşekkür ediyorum,ambalaj,pozitif
6 aydır kullanıyorum çok memnunum  f/p ürünü,6 aydır kullanıyorum çok memnunum f p ürünü,genel,pozitif
öncelikle satıcı ürünü çok kısa süre içerisinde kargoladı ve elime ulaştı. bilgisayar tam bir öğrenci bilgisayarı alalı birkaç hafta oldu oyun vs indirince yava,öncelikle satıcı ürünü çok kısa süre içerisinde kargoladı ve elime ulaştı,kargo,notr
siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,kalite,negatif
siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,ambalaj,negatif
Kesinlikle tavsiye etmiyorum satıcıya sorup almıştım. Fakat daha alalı 1 hafta olmadan güncelleme alırken donup kaldı. Garantiye gönderdim içerisine herhangi bi,kesinlikle tavsiye etmiyorum satıcıya sorup almıştım. fakat daha alalı 1 hafta olmadan güncelleme alırken donup kaldı. garantiye gönderdim içerisine herhangi bi,genel,notr
Youtubeye girmek 15 dk sürüyor tavsiye etmiyorum,youtubeye girmek 15 dk sürüyor tavsiye etmiyorum,genel,notr
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor","paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",fiyat,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor","paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",batarya,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor","paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",ses_goruntu,negatif
hayatımda gördüğüm en kötü bilgisayar olabilir iade etsem şu dakikada iade edebilirdim bilgisayarı açıyorum Bir saat sonra bekliyorum ki açılsın ben hayatta bu,hayatımda gördüğüm en kötü bilgisayar olabilir iade etsem şu dakikada iade edebilirdim bilgisayarı açıyorum bir saat sonra bekliyorum ki açılsın ben hayatta bu,genel,negatif
kargom kayıp 😒,kargom kayıp,kargo,notr
çok yavaş maalesef iade,çok yavaş maalesef iade,genel,negatif
ürünün birkaç yerinde çizik ses sistemi çok kötü,ürünün birkaç yerinde çizik ses sistemi çok kötü,ses_goruntu,negatif
Aşırı derece de yavaş ve donma yapıyor Google dahi giremiyor daha önce hiç böyle bir laptop görmedim. İade ediyorum.,aşırı derece de yavaş ve donma yapıyor google dahi giremiyor daha önce hiç böyle bir laptop görmedim,kalite,negatif
Ürün kendi kendine kasıp dönüyor açılmıyor bazen tema vs tıkanıyor..,ürün kendi kendine kasıp dönüyor açılmıyor bazen tema vs tıkanıyor,genel,negatif
ben ürünü iade ettim ucretimi talep ediyorum,ben ürünü iade ettim ucretimi talep ediyorum,genel,negatif
Ürün 6 ay içinde kullanılmaz hale geldi servis 16 bin tl istedi garantili olmasıda  bir işe taramıyor bu konuda ne yapabilirsiniz,ürün 6 ay içinde kullanılmaz hale geldi servis 16 bin tl istedi garantili olmasıda bir işe taramıyor bu konuda ne yapabilirsiniz,kargo,notr
kamerası çalışmıyo internet çok kasıyor ayrıca çok yavaş hiç beğenmedim iade ettim,kamerası çalışmıyo internet çok kasıyor ayrıca çok yavaş hiç beğenmedim iade ettim,ses_goruntu,negatif
abi bu ne ya 5 para etmez bu ürün. Yazık değil mi bize. zaten bir hafta da ancak geldi. çıka çıka tam bir hayal kırıklığı çıktı.  en az 3 saat sürdü yüklenip aç,abi bu ne ya 5 para etmez bu ürün,fiyat,notr
abi bu ne ya 5 para etmez bu ürün. Yazık değil mi bize. zaten bir hafta da ancak geldi. çıka çıka tam bir hayal kırıklığı çıktı.  en az 3 saat sürdü yüklenip aç,geldi,kargo,notr
ürün ü iade etmek istiyorum az önce iletişim numarası istedim reddedildi param çöpe gitti tüketici haklarına şikayette bulunacam.,ürün ü iade etmek istiyorum az önce iletişim numarası istedim reddedildi param çöpe gitti tüketici haklarına şikayette bulunacam,fiyat,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim casper kalitesi diye düşünmüştüm rezil olduk paramızla,kargo,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim casper kalitesi diye düşünmüştüm rezil olduk paramızla,kalite,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim casper kalitesi diye düşünmüştüm rezil olduk paramızla,fiyat,negatif
Güncellenemedi kaç saattir açılamadı,güncellenemedi kaç saattir açılamadı,genel,notr
Ekran ikinci kullanımda gitti. Resmen depoda durmuş bozuk ürünü satmışsınız. Şikayet edeceğim.,ekran ikinci kullanımda gitti,ses_goruntu,notr
Ekran ikinci kullanımda gitti. Resmen depoda durmuş bozuk ürünü satmışsınız. Şikayet edeceğim.,resmen depoda durmuş bozuk ürünü satmışsınız,genel,negatif
15 kasımda sizden aldım leptop bilgisayar kılavye yazıyı çok geç yazıyor neyden olabilir nasıl yapabilirim acilen dönüş yapsanız,15 kasımda sizden aldım leptop bilgisayar kılavye yazıyı çok geç yazıyor neyden olabilir nasıl yapabilirim acilen dönüş yapsanız,fiyat,negatif
Çok kötü yavaş,çok kötü yavaş,genel,negatif
"Çok kötü daha 1 ayı bitmeden kasmaya başladı, bilgisayardan ses gelmiyor ALMAYIN aldırtmayın!!!!!  çok kötü aldığıma çok pişmanım","çok kötü daha 1 ayı bitmeden kasmaya başladı, bilgisayardan ses gelmiyor almayın aldırtmayın",ses_goruntu,negatif
"Çok kötü daha 1 ayı bitmeden kasmaya başladı, bilgisayardan ses gelmiyor ALMAYIN aldırtmayın!!!!!  çok kötü aldığıma çok pişmanım",çok kötü aldığıma çok pişmanım,genel,negatif
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım,kargo,negatif
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,fiyatı uygun diyecekseniz dem,fiyat,notr
aşşırı yavaş. daha yeni olmasına rağmen böyleyse ileride nasıl olur bilemiyorum. basit işler için almama rağmen onları dahi tin tin anca yapıyor. iadeye gönderd,basit işler için almama rağmen onları dahi tin tin anca yapıyor,kalite,notr
Güncellenmiyor,güncellenmiyor,genel,notr
keşke almadaydim  ya saçma sapan hiç bir özelliği olmayan ağır çalışan bir bilgisayar tavsiye etmiyorum. ve aşırı hızlı bitiyor şarji dandik bir bilgisayar 👎,ve aşırı hızlı bitiyor şarji dandik bir bilgisayar,batarya,notr
Kesinlikle tavsiye etmiyorum bilgisayarı kurarken hafıza doldu şarjdayken olan şarjıda bitti şuan garantiye gitti ürün şarj 5 dkka bile dayanmıyor,kesinlikle tavsiye etmiyorum bilgisayarı kurarken hafıza doldu şarjdayken olan şarjıda bitti şuan garantiye gitti ürün şarj 5 dkka bile dayanmıyor,batarya,notr
